,Movie,Tags
4375,Last Flag Flying,last flag flying comedy drama war richardlinklater bryancranston laurencefishburne stevecarell thirty year serve together Vietnam   former Navy Corpsman Larry   Doc   Shepherd reunite old buddy   former Marines Sal Nealon Reverend Richard Mueller   bury son   young Marine kill Iraq War
4376,Frank,frank comedy drama music lennyabrahamson michaelfassbender domhnallgleeson maggiegyllenhaal Jon   young wannabe musician   discover s bite chew join eccentric pop band lead mysterious enigmatic Frank
4377,The Emperor's Club,the emperor s club drama michaelhoffman kevinkline emilehirsch joelgretsch idealistic prep school teacher attempt redeem incorrigible student
4378,Suffragette,suffragette drama history sarahgavron careymulligan anne marieduff helenabonhamcarter   London   young work mother galvanize radical political activism support right woman vote   willing meet violence violence achieve end
4379,Clockers,clockers crime drama mystery spikelee harveykeitel johnturturro delroylindo young drug pusher project Brooklyn live hard dangerous life   trap drug boss detective stop
4380,Basquiat,basquiat biography drama julianschnabel jeffreywright michaelwincott beniciodeltoro brief life Jean Michel Basquiat   world renowne New York street artist struggle fame   drug identity
4381,Saving Grace,saving grace comedy crime nigelcole brendablethyn craigferguson martinclunes smalltown english widow   face financial trouble husband s suicide   turn agriculture illegal kind
4382,The Contender,the contender drama thriller rodlurie joanallen garyoldman jeffbridges Senator Laine Hanson contender US Vice President   information disinformation past surface threaten derail confirmation
4383,The Magic of Belle Isle,the magic of belle isle comedy drama robreiner morganfreeman virginiamadsen madelinecarroll Monty Wildhorn   alcoholic novelist western   lose drive   nephew push summer quiet Belle Isle   begrudgingly befriend newly single mom   girl help find inspiration write
4384,Opera,opera crime horror mystery darioargento cristinamarsillach iancharleson urbanobarberini young opera singer stalk derange fan bent kill people associate claim
4385,Hearts in Atlantis,hearts in atlantis drama mystery scotthicks anthonyhopkins antonyelchin hopedavis widow Liz Garfield son Bobby change mysterious stranger Ted Brautigan enter live
4386,Matador,matador drama thriller pedroalmodvar assumptaserna antoniobanderas nachomart nez matador wound bull long kill arena   one problem one character unexpectedly collide film
4387,Then Came You,then came you adventure comedy drama peterhutchings asabutterfield maisiewilliams ninadobrev hypochondriac work airport baggage handler force confront fear british teenager terminal illness enlist help carry eccentric bucket list
4388,Tucker: The Man and His Dream,tucker  the man and his dream biography comedy drama francisfordcoppola jeffbridges joanallen martinlandau story Preston Tucker   maverick car designer illfate challenge auto industry revolutionary car concept
4389,Charlie Bartlett,charlie bartlett comedy drama romance jonpoll antonyelchin robertdowneyjr  hopedavis rich kid become selfappointe psychiatrist student body new high school
4390,Our Souls at Night,our souls at night drama romance riteshbatra robertredford janefonda matthiasschoenaerts Fonda Redford star Addie Moore Louis Waters   widow widower ve live next year   pair almost relationship   change Addie try make connection neighbor
4391,Silver Streak,silver streak action comedy crime arthurhiller genewilder richardpryor jillclayburgh longdistance train trip   man find romance also find danger kill   least push train
4392,The Conspirator,the conspirator crime drama history robertredford robinwright jamesmcavoy tomwilkinson Mary Surratt lone female charge coconspirator assassination trial Abraham Lincoln   whole nation turns   force rely reluctant lawyer uncover truth save life
4393,Traitor,traitor action crime drama jeffreynachmanoff doncheadle guypearce archiepanjabi straight arrow FBI agent Roy Clayton head investigation dangerous international conspiracy   clue seem lead back former US Special Operations officer   Samir Horn
4394,Les rivières pourpres,les rivi res pourpres crime mystery thriller mathieukassovitz jeanreno vincentcassel nadiafar s murder detective must follow footstep brutal killer within secrets classist college
4395,Hector and the Search for Happiness,hector and the search for happiness adventure comedy drama peterchelsom simonpegg rosamundpike tracy annoberman psychiatrist search globe find secret happiness
4396,Courageous,courageous drama alexkendrick alexkendrick kenbevel kevindownes tragedy strike close home   four police officer struggle faith role husband father   together make decision change live
4397,Goya's Ghosts,goya s ghosts biography drama history milosforman javierbardem natalieportman stellanskarsg rd Painter Francisco Goya face scandal involve muse   label heretic monk
4398,Absence of Malice,absence of malice drama romance thriller sydneypollack paulnewman sallyfield bobbalaban prosecutor leak Miami reporter liquor wholesaler suspect murder union head   man s life begin unravel
4399,Gridlock'd,gridlock d comedy crime drama vondiecurtishall tupacshakur timroth thandiwenewton two friend try kick drug addiction friend die overdose   try enroll detox program   thing quickly go wrong
4400,Nothing Is Private,nothing is private drama alanball summerbishil aaroneckhart petermacdissi young arabamerican girl struggle sexual obsession   bigote Army reservist strict father Gulf War
4401,Get on Up,get on up biography drama music tatetaylor chadwickboseman nelsanellis danaykroyd chronicle James Brown s rise extreme poverty become one influential musician history
4402,Wilde,wilde biography drama romance briangilbert stephenfry judelaw vanessaredgrave turmoil poetplaywright Oscar Wilde s life discover homosexuality
4403,The Masque of the Red Death,the masque of the red death drama horror rogercorman vincentprice hazelcourt janeasher european prince terrorize local peasantry use castle refuge   Red Death   plague stalk land
4404,Matinee,matinee comedy drama joedante johngoodman cathymoriarty simonfenton teenage son navy sailor newly station Key West get excitement friend smalltime film producer come town premiere kitschy horror film Cuban Missile Crisis
4405,The Limey,the limey crime drama mystery stevensoderbergh terencestamp peterfonda lesleyannwarren extremely volatile dangerous englishman go Los Angeles find man consider responsible daughter s death
4406,The Cooler,the cooler drama romance waynekramer williamh macy mariabello alecbaldwin old school Las Vegas casino   top gambling jinx break curse fall love   much boss   consternation
4407,Le chant du loup,le chant du loup action thriller antoninbaudry fran oiscivil omarsy mathieukassovitz near future   french submarine find crisis situation
4408,A United Kingdom,a united kingdom biography drama history ammaasante davidoyelowo rosamundpike tomfelton story King Seretse Khama Botswana love controversial marriage british white woman   Ruth Williams   put kingdom political diplomatic turmoil
4409,Fantomas,fantomas adventure comedy crime andrhunebelle jeanmarais louisdefun s myl nedemongeot good man France   brave journalist extremely energetic commissioner   attack trail mysterious criminal mastermind
4410,Tales from the Crypt,tales from the crypt drama horror mystery freddiefrancis joancollins petercushing ralphrichardson five stranger get lose crypt   meeting mysterious Crypt Keeper   receive vision die
4411,A Guide to Recognizing Your Saints,a guide to recognizing your saints crime drama ditomontiel robertdowneyjr  rosariodawson shialabeouf comingofage drama boy grow Astoria   New York s   friend end dead   drug prison   come believe save fate various socalled saint
4412,The Last Wave,the last wave drama fantasy mystery peterweir richardchamberlain oliviahamnett davidgulpilil Sydney lawyer defend five Aboriginal Persons ritualize taboo murder process learn disturb thing premonition
4413,Evil Angels,evil angels biography drama fredschepisi merylstreep samneill dalereeves mother whose child kill dingo attack Australian Outback fight prove innocence accuse murder
4414,Junebug,junebug comedy drama philmorrison embethdavidtz alessandronivola davidkuhn dealer   outsider   art travel Chicago North Carolina meet new inlaw   challenge equilibrium middle class southern home
4415,One True Thing,one true thing drama carlfranklin merylstreep ren ezellweger williamhurt career woman reassess parent   live force care cancerstricken mother
4416,Agneepath,agneepath action crime drama karanmalhotra hrithikroshan priyankachoprajonas sanjaydutt young boy s father lynch eye   fifteen year later return home revenge
